Series Id,Year,Period,Value
CUUR0000SAM,2025,M04,576.988
CUUR0000SAM,2025,M05,578.250
CUUR0000SAM,2025,M06,580.978
CUUR0000SAM,2025,M07,583.856
CUUR0000SAM,2025,M08,583.875
CUUR0000SAM,2025,M09,584.858
CUUR0000SAM,2025,M10,
CUUR0000SAM,2025,M11,585.213
CUUR0000SAM,2025,M12,587.144
CUUS0000SAM,2025,S01,576.029
CUUS0000SAM,2025,S02,584.989
CUUR0000SAM,2026,M01,590.169
CUUR0000SAM,2026,M02,592.593
CUUR0000SAM,2026,M03,592.286
CUUR0000SAM,2026,M04,591.661
CUUR0000SAM,2026,M05,593.239
